OrganizationIdentifier,OrganizationFormalName,ProjectIdentifier,ProjectName,ResultAttachedBinaryObjectFileTypeCode,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,MonitoringLocationCountryName,MonitoringLocationCountyName,MonitoringLocationCountryCode,MonitoringLocationStatePostalCode,MonitoringLocationCountyCode,MonitoringLocationHUCTwelveDigitCode,MonitoringLocationLatitudeMeasure,MonitoringLocationLongitudeMeasure,ActivityIdentifier,ActivityIdentifierUserSupplied,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivitySamplingComponentName,BiologicalActivityAssemblageSampledName,BiologicalActivityToxicityTestType,ActivityConductingOrganizationText,ActivityCommentText,ActivityLocationLatitudeMeasure,ActivityLocationLongitudeMeasure,ActivityLocationHorizontalCoordinateStandardizedDatumName,ActivityLocationSourceMapScale,ActivityLocationHorizontalAccuracyMeasureValue,ActivityLocationHorizontalAccuracyMeasureUnitCode,ActivityLocationHorizontalAccuracyMeasureCollectionMethodName,ActivityLocationDescriptionText,ActivityStartDate,ActivityStartTime,ActivityStartTimeZoneCode,ActivityEndDate,ActivityEndTime,ActivityEndTimeZoneCode,ActivityDepthHeightMeasureValue,ActivityDepthHeightMeasureUnitCode,ActivityDepthHeightMeasureAltitudeReferencePointText,ActivityDepthHeightMeasureRelativeDepthName,ActivityTopDepthHeightMeasureValue,ActivityTopDepthHeightMeasureUnitCode,ActivityBottomDepthHeightMeasureValue,ActivityBottomDepthHeightMeasureUnitCode,SampleCollectionMethodIdentifier,SampleCollectionMethodIdentifierContext,SampleCollectionMethodName,SampleCollectionMethodDescriptionText,SampleCollectionMethodEquipmentName,SampleCollectionMethodEquipmentCommentText,SamplePreparationMethodIdentifier,SamplePreparationMethodIdentifierContext,SamplePreparationMethodName,SamplePreparationMethodQualifierTypeName,SamplePreparationMethodDescriptionText,SamplePreparationMethodSampleContainerLabelName,SamplePreparationMethodSampleContainerTypeName,SamplePreparationMethodSampleContainerColorName,SamplePreparationMethodChemicalPreservativeUsedName,SamplePreparationMethodThermalPreservativeUsedName,SamplePreparationMethodSampleTransportStorageDescription,HydrologicCondition,HydrologicEvent,DataLoggerLineName,ResultDetectionConditionText,CharacteristicName,CharacteristicNameUserSupplied,MethodSpeciationName,ResultSampleFractionText,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,SubjectTaxonomicNameUserSupplied,SubjectTaxonomicNameUserSuppliedReferenceText,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCount,GroupSummaryWeightMeasureValue,GroupSummaryWeightMeasureUnitCode,ResultDepthHeightMeasureValue,ResultDepthHeightMeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,ResultSamplingPointType,ResultSamplingPointPlaceInSeries,ResultSamplingPointCommentText,RecordIdentifierUserSupplied,ResultIdentifier,ResultMeasureValue,ResultMeasureUnitCode,ResultMeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,StatisticalNValueNumeric,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasureValue,DetectionQuantitationLimitMeasureUnitCode,DetectionQuantitationLimitMeasureCommentText,LaboratorySampleSplitRatio,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,ResultAnalyticalMethodIdentifier,ResultAnalyticalMethodName,ResultAnalyticalMethodDescriptionText,ComparableAnalyticalMethodIdentifier,ComparableAnalyticalMethodIdentifierContext,ComparableAnalyticalMethodModificationText,LaboratoryName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZoneCode,AnalysisEndDate,AnalysisEndTime,AnalysisEndTimeZoneCode,LaboratoryCommentText,PreparationStartDate,PreparationStartTime,PreparationStartTimeZoneCode,PreparationEndDate,PreparationEndTime,PreparationEndTimeZoneCode,SubstanceDilutionFactor,ProviderName
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229409,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-03-05,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229409,10.79,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,231154,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-05-16,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,231154,4.4,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229170,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-09-06,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229170,7.37,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229175,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-09-20,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229175,8.39,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229252,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-04-04,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229252,7.82,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229259,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-04-18,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229259,11.44,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229264,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-05-02,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229264,8.61,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229338,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-10-02,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229338,7.21,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229357,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-11-27,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229357,9.12,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229376,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-01-08,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229376,4.89,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229402,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-02-21,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229402,9.78,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229519,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-08-06,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229519,2.94,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229524,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-08-20,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229524,3.85,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229530,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-09-04,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229530,2.91,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229536,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-09-17,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229536,5.64,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSGC-MSGC_WQ_2-9,MSGC_WQ_2-9,Not Assigned,,,,US,,107,080302030403,34.2512870,-89.8980738,229566,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-11-26,00:00:00,CST,,,,,,,,,,,,NSL_FM11,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,229566,7.37,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,231224,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-05-31,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,231224,3.15,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,231232,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-06-13,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,231232,6.88,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,232962,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-10-03,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,232962,5.67,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,232999,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-10-31,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,232999,8.08,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,233118,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-01-09,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,233118,9.25,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,233563,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-02-21,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,233563,10.62,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,234096,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-05-01,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,234096,6.33,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,234308,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-06-12,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,234308,8.47,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,234408,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-07-10,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,234408,10.03,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,235634,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-01-08,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,235634,6.62,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,236011,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-03-19,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,236011,7.64,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,237566,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-05-14,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,237566,9.6,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,237686,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-06-25,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,237686,5.44,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,237714,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-07-23,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,237714,5.55,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,237722,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-08-06,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,237722,6.27,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,237781,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2007-11-26,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,237781,7.65,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,237791,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2008-01-14,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,237791,9.14,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL101,MSBL101,Not Assigned,,,,US,,133,080302071000,33.4029473,-90.6704990,238021,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2008-02-11,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,238021,9.11,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL102,MSBL102,Not Assigned,,,,US,,133,080302071000,33.3983362,-90.6763900,356783,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-08-09,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,356783,7.64,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL102,MSBL102,Not Assigned,,,,US,,133,080302071000,33.3983362,-90.6763900,356807,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-10-03,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,356807,5.75,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL102,MSBL102,Not Assigned,,,,US,,133,080302071000,33.3983362,-90.6763900,356837,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2005-12-12,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,356837,9.4,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
ARS,Agricultural Research Service,CEAP,Conservation Effects Assessment Program,,ARS-MSBL-MSBL102,MSBL102,Not Assigned,,,,US,,133,080302071000,33.3983362,-90.6763900,356843,,Field Msr/Obs,Water,,,,,,,,,,,,,,,2006-01-09,00:00:00,CST,,,,,,,,,,,,NSL_FM13,ARS Methods Catalog,Water Dissolved Oxygen,,,,,,,,,,,,,,,,,,,Dissolved oxygen,,,Total,,,,,,,,,,,,,,,,,,,356843,9.17,mg/L,,Final,,,Actual,,,,,,,,,,,Instrument Detection Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEWARDS
